PO_ID,Item_num,Item_desc,Txns,Sls_U,Sls_$
646554515,10666617,INFINITE STRATOS 2,1.00,8.00,1039.92
646554595,10666519,MOANA,1.00,8.00,159.92
646554595,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
646554635,10723102,5 FILM COLLECTION MONSTER MAYHEM,1.00,8.00,103.92
646554635,9089417,WOLF OF WALL STREET THE,1.00,8.00,79.92
646554649,9188125,THREE STOOGES COLLECTION  6MOVIE SET,1.00,8.00,39.92
646554649,8628956,GANGSTER SQUAD,1.00,8.00,39.92
646554794,9170410,PAW PATROL,1.00,8.00,87.92
646554847,10666541,MOANA BD DVD DIGITAL,1.00,8.00,183.92
646554883,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,263.92
646554952,10723269,HACKSAW RIDGE 4K,1.00,8.00,239.92
646554952,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646554978,10528444,BAD MOMS BD DVD DIGITAL 11/01/16,1.00,8.00,207.92
646555136,9423974,SAW COMPLETE MOVIE COLLECTION,1.00,8.00,159.92
646555155,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646555155,6929496,YU YU HAKUSHO: 3RD SEASON,1.00,8.00,199.92
646555155,6264922,Yu Yu Hakusho: 2nd Season DVD,1.00,8.00,199.92
646555184,10723217,UNBREAKABLE MACHINE DOLL COMPLETE SERIES,1.00,8.00,159.92
646555245,10666541,MOANA BD DVD DIGITAL,1.00,0.00,-40.00
646555245,10666497,DEEPWATER HORIZON,1.00,0.00,-25.60
646555247,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,-8.00,-263.92
646555287,10723156,CONTRACT TO KILL,1.00,8.00,127.92
646555287,10666519,MOANA,1.00,8.00,159.92
646555365,9149023,"SYLVANIA SDVD9019 9"" PORTABLE DVD",1.00,8.00,543.92
646555389,10666515,OUIJA ORIGIN OF EVIL,1.00,8.00,159.92
646555389,9149023,"SYLVANIA SDVD9019 9"" PORTABLE DVD",1.00,8.00,543.92
646555780,10340530,YOUNG MESSIAH THE,1.00,8.00,103.92
646555780,9610526,JOHN WICK,1.00,8.00,87.92
646555782,10723210,TROLLS,1.00,8.00,159.92
646555782,5809946,RATATOUILLE,1.00,8.00,143.92
646555802,10245878,STAR WARS THE FORCE AWAKENS,1.00,8.00,159.92
646556079,9288692,HERCULES SPECIAL EDITION BD/DVD/DGCPY,1.00,8.00,159.92
646556079,8744890,ROBIN HOOD 40TH ANNIV EDT  BD/DVD/DGCPY,1.00,8.00,143.92
646556079,8316616,POCAHONTAS & POCAHONTAS II BD/DVD,1.00,8.00,159.92
646666619,10697094,POCAHONTAS 2 MOVIE COLLECTIO,1.00,8.00,119.92
646666619,10697092,MULAN 2 MOVIE COLLECTION,1.00,8.00,119.92
646666619,10666541,MOANA BD DVD DIGITAL,1.00,8.00,183.68
646671400,10439506,PROSCAN PDVD1053 PROGRESSIVE DVD PLAYER,1.00,8.00,175.92
646671436,10467937,XMEN APOCALYPSE BD DIGITAL,1.00,8.00,135.92
646671509,10312548,HOW TO GET AWAY WITH MURDER 2ND SEA,1.00,8.00,263.92
646671548,10594561,ACCOUNTANT THE 1/10/17,1.00,8.00,215.92
646671798,10556233,PANDAS THE JOURNEY HOME DVD BLU RAY BLU RAY3D,1.00,8.00,87.92
646671798,8928971,LITTLE MERMAID II AND ARIELS BEGINNING,1.00,8.00,143.92
646671865,8364528,4 FILM FAV: LIAR LIAR/BRUCE ALMIGHTY/HAPPY GILMORE,1.00,8.00,79.92
646671882,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,263.92
646671939,10723026,AMERICAN GUNS,1.00,8.00,55.92
646671963,10741493,MANCHESTER BY THE SEA,1.00,8.00,215.92
646671963,10723250,HACKSAW RIDGE BD,1.00,8.00,215.92
646672012,10245929,CHAPPIE 4K UHD BD,1.00,8.00,231.92
646672016,10723017,SHAWSHANK REDEMPTION GREEN MILE,1.00,8.00,47.92
646672064,9491029,DEATH NOTE COMPLETE SERIES,1.00,8.00,223.92
646672089,10417512,STAR WARS REBELS 2ND SEASON,1.00,8.00,263.92
646672089,9939312,STAR WARS REBELS 1ST SEASON,1.00,8.00,199.92
646672263,10594561,ACCOUNTANT THE 1/10/17,1.00,8.00,215.92
646672263,10122160,EVEREST BD DVD,1.00,8.00,143.92
646672405,10723259,TAKEN 3 MOVIE COLLECTION,1.00,8.00,223.92
646672405,10556281,MIDDLE EARTH THEATRICAL COLLECTION,1.00,8.00,367.92
646672411,10697030,WOLFS RAIN COMPLETE SERIES,1.00,8.00,343.92
646672411,10697007,NOBUNAGUN COMPLETE SERIES,1.00,8.00,159.92
646672445,10666519,MOANA,1.00,8.00,159.92
646672999,10723226,WANNA BE THE STRONGEST IN THE WORLD COMPLETE SERIE,1.00,8.00,159.92
646673022,10697006,LOVING,1.00,8.00,159.92
646673022,10697000,ALMOST CHRISTMAS,1.00,8.00,159.92
646673022,10628592,WHEN THE BOUGH BREAKS,1.00,8.00,199.92
646673044,9553683,LOG HORIZON COLLECTION 1,1.00,8.00,303.92
646673252,10628587,MAGNIFICENT SEVEN,1.00,8.00,159.92
646673252,10574214,JASON BOURNE DVD,1.00,8.00,159.92
646673252,10443697,WARCRAFT MOVIE BD DVD UV,1.00,8.00,175.92
646673421,10723207,HACKSAW RIDGE,1.00,8.00,159.92
646673429,10666519,MOANA,1.00,8.00,159.92
646673456,10666449,CALL OF HEROES CANTONESE,1.00,8.00,119.92
646673456,10340397,BODYGUARDS AND ASSASSINS,1.00,8.00,95.92
646673456,10082194,TOURIST THE,1.00,8.00,79.92
646674259,10245864,BIG SHORT,1.00,8.00,103.92
646674266,10723269,HACKSAW RIDGE 4K,1.00,8.00,239.92
646674266,10417438,BATMAN THE KILLING JOKE BDDVDUV,1.00,8.00,159.92
646674267,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646674289,10666541,MOANA BD DVD DIGITAL,1.00,8.00,183.92
646674349,10666519,MOANA,1.00,8.00,159.92
646674375,10723219,APPLESEED XIII COMPLETE SERIES,1.00,8.00,159.92
646674525,10697094,POCAHONTAS 2 MOVIE COLLECTIO,1.00,8.00,119.92
646674525,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646831542,10741492,FENCES,1.00,8.00,175.92
646831795,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646831795,10574214,JASON BOURNE DVD,1.00,8.00,159.92
646831988,10312338,SAFE HAVEN,1.00,8.00,47.92
646832021,10666519,MOANA,1.00,8.00,159.92
646832057,10741476,PASSENGERS DVD,1.00,8.00,159.92
646832086,10312516,ZOOTOPIA BD DVD DGTL,1.00,8.00,159.92
646832088,10741492,FENCES,1.00,8.00,175.92
646832091,10741478,SIX,1.00,8.00,143.92
646832097,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832097,8806513,MULAN RISE OF A WARRIOR LIVE ACTION,1.00,8.00,159.92
646832120,10245956,PARASYTE THE MAXIM,1.00,8.00,359.92
646832120,9939614,TOKYO GHOUL COMPLETE 1ST SEASON,1.00,8.00,359.92
646832120,9939221,FUTURE DIARY COMPLETE SERIES,1.00,8.00,343.92
646832186,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646832224,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832401,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,183.92
646832401,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832485,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832497,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832497,10697100,ARRIVAL BD,1.00,8.00,215.92
646832542,9610527,JOHN WICK,1.00,8.00,135.92
646832556,10666500,BIRTH OF A NATION DVD DIGITAL,1.00,8.00,159.92
646832569,10666519,MOANA,1.00,8.00,159.92
646832590,10741500,PASSENGERS 4K BD 3D BD BD UV,1.00,8.00,207.92
646832675,8827967,LITTLE MERMAID THE DIAMOND EDT 3D/BD/DVD/DGCPY,1.00,8.00,319.92
646832716,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646832716,10528421,JACK REACHER 2016 RELEASE,1.00,8.00,71.92
646832809,10741484,PASSENGERS BD UV,1.00,8.00,159.92
646832871,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646832924,10528423,DR STRANGE,1.00,8.00,87.92
646832924,10512386,ATTACK ON TITAN THE MOVIE PART 1,1.00,8.00,183.92
646832924,9207432,JOURNEY TO THE WEST,1.00,8.00,103.92
646832926,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
646832963,10697083,JUSTICE LEAGUE DARK,1.00,8.00,159.92
646832963,10512459,XMEN BEGINNINGS TRILOGY,1.00,8.00,279.92
646832975,9565686,BLACK SAILS 1ST SEASON,1.00,8.00,319.92
646832998,10741492,FENCES,1.00,8.00,175.92
646833027,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646833029,10741486,SIX,1.00,8.00,199.92
646833052,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,183.92
646833052,10741492,FENCES,1.00,8.00,175.92
646833052,10741486,SIX,1.00,8.00,199.92
646833052,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646833086,10741486,SIX,1.00,8.00,199.92
646833086,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646833238,7808658,BIG BANG THEORY: 4TH SEASON,1.00,8.00,159.92
646833354,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646833354,10245912,HUNGER GAMES MOCKINGJAY PART 2,1.00,8.00,199.92
646833354,10081974,HITMAN AGENT 47,1.00,8.00,151.92
646833454,10556261,PHANTOM BOY BD DVD,1.00,8.00,175.92
646833454,7030894,KIKI S DELIVERY SERVICE: SPEC EDT,1.00,8.00,127.92
646833467,8843993,STAR TREK INTO DARKNESS,1.00,8.00,79.92
646833662,9939296,X COMPLETE SERIES CLASSIC 2,1.00,8.00,159.92
646833794,10628592,WHEN THE BOUGH BREAKS,1.00,-8.00,-199.92
646833834,10312439,GODS OF EGYPT DVD DIGITAL,1.00,8.00,143.92
646833834,9939233,ONCE UPON A TIME 4TH SEASON,1.00,8.00,239.92
646833857,10574204,MARVELS AVENGERS 2 MOVIE COLLECTION,1.00,8.00,159.92
646834286,10741470,FENCES,1.00,8.00,143.92
646834381,10760312,COLLATERAL BEAUTY,1.00,8.00,159.92
646834381,10741470,FENCES,1.00,8.00,143.92
646834381,10628590,WHEN THE BOUGH BREAKS,1.00,8.00,159.92
646834383,10741500,PASSENGERS 4K BD 3D BD BD UV,1.00,8.00,207.92
646834408,10741476,PASSENGERS DVD,1.00,8.00,159.92
646834408,10741470,FENCES,1.00,8.00,143.92
646834408,8880694,4 MOVIE SPOTLIGHT JAMIE FOXX,1.00,8.00,79.92
646834408,8732341,42,1.00,8.00,39.92
646834408,8155910,VOW  (2012) DVD/UV,1.00,8.00,63.92
646834412,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
646834416,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646834418,10666551,DEADPOOL 4K BD,1.00,8.00,239.92
646834418,9851771,X MEN DAYS OF FUTURE PAST ROUGUE CUT,1.00,8.00,135.92
646834420,10741470,FENCES,1.00,8.00,143.92
646834423,10666497,DEEPWATER HORIZON,1.00,8.00,159.92
646834423,10512377,LEGEND OF TARZAN,1.00,8.00,159.92
646834427,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646834429,10741478,SIX,1.00,8.00,143.92
646834483,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646834483,9472766,KIKIS DELIVERY SERVICE,1.00,8.00,159.92
646834730,10760319,MOONLIGHT BD,1.00,8.00,159.92
646834732,9055307,FROZEN DVD,1.00,8.00,159.92
646834772,10528433,ELENA OF AVALOR READY TO RULE,1.00,8.00,119.92
646990201,9624100,SOFIA THE FIRST CURSE OF PRINCESS IVY,1.00,8.00,79.12
646990231,10666541,MOANA BD DVD DIGITAL,1.00,8.00,165.84
646990289,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
646990798,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,171.04
646990798,10741476,PASSENGERS DVD,1.00,8.00,148.72
646990798,10666541,MOANA BD DVD DIGITAL,1.00,8.00,208.24
646990798,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,148.72
646990842,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646990850,10723027,PASSION OF THE CHRIST,1.00,8.00,55.92
646990894,10697067,SCI FI 6 FILM COLLECTION,1.00,8.00,96.64
646990894,8843993,STAR TREK INTO DARKNESS,1.00,8.00,74.32
646990931,10666519,MOANA,1.00,8.00,148.72
646991124,10741484,PASSENGERS BD UV,1.00,8.00,185.92
646991124,10467937,XMEN APOCALYPSE BD DIGITAL,1.00,8.00,126.40
646991124,9981402,INSIDIOUS CHAPTER 3,1.00,8.00,96.64
646991124,9089417,WOLF OF WALL STREET THE,1.00,8.00,74.32
646991302,10723288,NASHVILLE 4TH SEASON,1.00,8.00,319.92
646991427,10666519,MOANA,1.00,8.00,159.92
646991474,10741470,FENCES,1.00,8.00,143.92
646991490,10741492,FENCES,1.00,8.00,175.92
646991490,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646991655,10741476,PASSENGERS DVD,1.00,8.00,159.92
646991655,9214519,"SYLVANIA SDVD7040B 7"" PORTABLE DVD",1.00,8.00,383.92
646991687,10697069,TYLER PERRY QUAD FEATURE PLAYS,1.00,8.00,103.92
646991895,10666519,MOANA,1.00,8.00,159.92
646991950,10637777,MARVELS DOCTOR STRANGE,1.00,8.00,215.92
646992047,10741478,SIX,1.00,8.00,143.92
646992217,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,8.00,215.92
646992218,10574232,SECRET LIFE OF PETS THE DVD,1.00,8.00,159.92
646992218,9288708,HERCULES SPECIAL EDITION,1.00,8.00,119.92
646992223,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646992223,10723249,ALLIED BD,1.00,8.00,215.92
646992249,10741484,PASSENGERS BD UV,1.00,8.00,148.72
646992305,10574320,OUTLANDER 2ND SEASON,1.00,8.00,295.92
646992441,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646992502,10741484,PASSENGERS BD UV,1.00,8.00,199.92
646992610,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646993146,10417520,LOG HORIZON 2 COLLECTION 2,1.00,8.00,311.92
646993420,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646993420,10556280,ERGO PROXY COMPLETE SERIES,1.00,8.00,359.92
646993420,9939614,TOKYO GHOUL COMPLETE 1ST SEASON,1.00,8.00,359.92
646993578,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,148.72
646993594,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
646993632,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,183.92
646993632,10760319,MOONLIGHT BD,1.00,8.00,159.92
646993638,9553628,COWBOY BEBOP COMPLETE SERIES,1.00,8.00,223.92
646993654,9963507,WHEN MARNIE WAS THERE,1.00,8.00,159.92
646993654,9610596,TALES FROM EARTHSEA BD/DVD,1.00,8.00,215.92
646993654,9610594,PORCO ROSSO BD/DVD,1.00,8.00,215.92
646993654,9610593,POM POKO BD/DVD,1.00,8.00,191.92
646993739,9963370,ALADDIN DIAMOND EDITION BD DVD,1.00,8.00,159.92
646993938,10741478,SIX,1.00,8.00,143.92
647180060,10741448,OFFICER DOWN,1.00,8.00,111.52
647180163,10528433,ELENA OF AVALOR READY TO RULE,1.00,8.00,119.92
647180173,10697083,JUSTICE LEAGUE DARK,1.00,8.00,159.92
647180181,10082164,STRAW DOGS 2011,1.00,8.00,74.32
647180181,10082151,SOUL SURFER 2 DISCS,1.00,8.00,74.32
647180374,10444709,LEGO SUPER HEROES GOTHAM CITY BREAKOUT,1.00,8.00,119.92
647180394,10666541,MOANA BD DVD DIGITAL,1.00,8.00,201.52
647180715,10468013,HIGH SCHOOL DXD BorN 3RD SEASON,1.00,8.00,335.92
647180719,9423975,JACKASS CLASSIC TV COLLECTION,1.00,8.00,143.92
647180765,10697024,JACK REACHER NEVER GO BACK,1.00,8.00,159.92
647180765,10666541,MOANA BD DVD DIGITAL,1.00,8.00,183.92
647180807,10741484,PASSENGERS BD UV,1.00,8.00,179.92
647180885,10741484,PASSENGERS BD UV,1.00,8.00,199.92
647180885,10741481,A MONSTER CALLS,1.00,8.00,199.92
647180885,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,263.92
647180903,10340481,RICK AND MORTY 2ND SEASON,1.00,8.00,143.92
647180983,10443721,NCIS 13TH SEASON,1.00,8.00,221.76
647180983,10443720,NCIS LOS ANGELES 7TH SEASON,1.00,8.00,221.76
647180983,9939240,NCIS  12TH SEASON,1.00,8.00,119.20
647180983,8155910,VOW  (2012) DVD/UV,1.00,8.00,63.92
647181000,10697078,ARRIVAL,1.00,8.00,159.92
647181020,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
647181172,10760312,COLLATERAL BEAUTY,1.00,8.00,159.92
647181172,10741484,PASSENGERS BD UV,1.00,8.00,199.92
647181203,10666541,MOANA BD DVD DIGITAL,1.00,16.00,447.84
647181234,10697100,ARRIVAL BD,1.00,8.00,215.92
647181243,10594553,ACCOUNTANT THE 1/10/17,1.00,8.00,148.72
647181263,10741493,MANCHESTER BY THE SEA,1.00,8.00,200.80
647181263,10666519,MOANA,1.00,8.00,148.72
647181263,10170025,GAME OF THRONES 5TH SEASON,1.00,8.00,334.72
647181320,4492008,MADAGASCAR W/S DVD,1.00,8.00,103.92
647181491,10082120,MARY SHELLEYS FRANKENSTEIN,1.00,8.00,47.92
647181491,10082080,FLATLINERS,1.00,8.00,47.92
647181491,9610396,OPERATION ENDGAME BD DVD,1.00,8.00,39.92
647181498,10697080,BEAUTY AND THE BEAST 25TH AN,1.00,8.00,159.92
647181645,10666541,MOANA BD DVD DIGITAL,1.00,8.00,201.52
647181645,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,8.00,194.32
647181673,10741505,WOLF CHILDREN HOSODA COLLECTION COLL EDT,1.00,8.00,271.92
647181689,10170005,LEGO STAR WARS DRIOD TALES,1.00,8.00,95.92
647181730,10556258,LIGHT BETWEEN THE OCEANS THE BD DIGITAL 1/24/17,1.00,8.00,207.92
647181731,10666467,USS INDIANAPOLIS MEN OF COURAGE,1.00,8.00,119.92
647181731,9648821,VICTORY AT SEA   BONUS DVD   AMERICAS WARS TIN,1.00,8.00,55.92
647181731,9648745,GREAT INDIAN WARS   TIN,1.00,8.00,55.92
647181950,10741486,SIX,1.00,8.00,199.92
647182106,10697024,JACK REACHER NEVER GO BACK,1.00,8.00,207.92
647182106,10666539,DEEPWATER HORIZON,1.00,8.00,223.92
647182365,10741499,Z NATION 3RD SEASON K1K12K44,1.00,8.00,208.24
647182396,10741476,PASSENGERS DVD,1.00,8.00,143.92
647182480,10760370,PLANET EARTH II 4K BD,1.00,8.00,383.92
647182517,10443721,NCIS 13TH SEASON,1.00,0.00,-52.72
647182550,10666541,MOANA BD DVD DIGITAL,1.00,-8.00,-223.92
647182717,10723250,HACKSAW RIDGE BD,1.00,8.00,215.92
647183151,10697006,LOVING,1.00,8.00,159.92
647183205,10666519,MOANA,1.00,8.00,159.92
647183287,10439506,PROSCAN PDVD1053 PROGRESSIVE DVD PLAYER,1.00,8.00,163.60
647183298,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,183.92
647183298,10760319,MOONLIGHT BD,1.00,8.00,159.92
647183298,10741492,FENCES,1.00,8.00,175.92
647183499,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
647183678,10741470,FENCES,1.00,8.00,66.24
647184135,10666519,MOANA,1.00,8.00,148.72
647362923,10741484,PASSENGERS BD UV,1.00,8.00,199.92
647363393,10439506,PROSCAN PDVD1053 PROGRESSIVE DVD PLAYER,1.00,8.00,175.92
647363614,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,245.44
647363614,10637779,MARVELS DOCTOR STRANGE,1.00,8.00,245.44
647363614,10594565,SUICIDE SQUAD 3D,1.00,8.00,223.04
647363614,10444825,BATMAN V SUPERMAN DAWN OF JUSTICE 3D BD BD UV,1.00,8.00,252.88
647363697,10574268,HELL OR HIGH WATER BD DVD UV,1.00,8.00,119.92
647363734,10741505,WOLF CHILDREN HOSODA COLLECTION COLL EDT,1.00,8.00,252.88
647363734,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,245.44
647363734,10574307,SUMMER WARS HOSODA COLLECTION BD DVD UV,1.00,8.00,260.32
647363739,10741472,JACKIE  DVD DIGITAL,1.00,8.00,159.92
647363774,10340594,BERSERK GOLDEN AGE ARC MOVIE COLL,1.00,8.00,223.12
647363838,10666541,MOANA BD DVD DIGITAL,1.00,8.00,223.92
647363849,10417519,BLINDSPOT 1ST SEASON,1.00,8.00,199.92
647363849,9298502,ONG BAK TRILOGY (THAI) DVD,1.00,8.00,127.92
647363889,10439506,PROSCAN PDVD1053 PROGRESSIVE DVD PLAYER,1.00,8.00,158.32
647363991,6929623,SPIRITED AWAY,1.00,8.00,199.92
647364012,10760328,COLLATERAL BEAUTY BD DIGITAL,1.00,8.00,183.92
647364015,10697080,BEAUTY AND THE BEAST 25TH AN,1.00,8.00,148.72
647364015,10574232,SECRET LIFE OF PETS THE DVD,1.00,8.00,148.72
647364026,10697076,JUSTICE LEAGUE DARK,1.00,8.00,111.52
647364026,10556278,OVERLORD 1ST SEASON BD DVD,1.00,8.00,319.84
647364110,10697017,FOX AND THE HOUND 2 MOVIE COLLECTION REPACKAGE 201,1.00,8.00,183.92
647364177,10666541,MOANA BD DVD DIGITAL,1.00,8.00,171.04
647364186,9298492,TOY STORY OF TERROR,1.00,8.00,79.92
647364186,6482621,Lilo And Stitch: 2 Disc BI DVD,1.00,8.00,103.92
647364219,10666519,MOANA,1.00,8.00,159.92
647364382,10512471,GRIMM 5TH SEASON,1.00,8.00,279.92
647364382,9214519,"SYLVANIA SDVD7040B 7"" PORTABLE DVD",1.00,8.00,383.92
647364405,10666519,MOANA,1.00,8.00,148.72
647364405,10637779,MARVELS DOCTOR STRANGE,1.00,8.00,245.44
647364411,10760312,COLLATERAL BEAUTY,1.00,8.00,159.92
647364464,10741484,PASSENGERS BD UV,1.00,8.00,199.92
647364464,10697016,BOLT REPACKAGE 2017,1.00,8.00,183.92
647364464,10637774,INFERNO BD UV 1/24/17,1.00,8.00,199.92
647364486,10741484,PASSENGERS BD UV,1.00,8.00,148.48
647364486,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,171.04
647364571,10666577,MOANA 3D BD BD DVD DIGITAL,1.00,8.00,263.92
647364648,10666541,MOANA BD DVD DIGITAL,1.00,8.00,171.04
647364721,10723250,HACKSAW RIDGE BD,1.00,8.00,200.80
647364757,10666519,MOANA,1.00,8.00,159.92
647364836,10741484,PASSENGERS BD UV,1.00,8.00,159.92
647364875,10723250,HACKSAW RIDGE BD,1.00,8.00,215.92
647364875,10666519,MOANA,1.00,8.00,159.92
647364875,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
647364875,10269921,DEADPOOL,1.00,8.00,151.92
647365130,10741476,PASSENGERS DVD,1.00,8.00,159.92
647365201,8521237,JUSTIFIED 3RD SEASON,1.00,8.00,163.60
647365275,9241358,LESLIE SANSONE  WALK IT OFF IN 30 DAYS DVD,1.00,8.00,71.92
647365418,10741492,FENCES,1.00,8.00,159.92
647365418,10741484,PASSENGERS BD UV,1.00,8.00,159.92
647365420,10741484,PASSENGERS BD UV,1.00,8.00,185.92
647365605,10417481,RATCHET  CLANK,1.00,8.00,127.92
647365661,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,8.00,215.92
647365701,7956058,WARRIOR,1.00,8.00,71.92
647365707,7119698,JOHN WAYNE: ULTIMATE COLLECTION,1.00,8.00,31.92
647365723,10122255,BRIDGE OF SPIES,1.00,8.00,159.92
647366159,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,16.00,431.84
647366189,10741481,A MONSTER CALLS,1.00,8.00,148.48
647366189,10741478,SIX,1.00,8.00,133.84
647366189,10741470,FENCES,1.00,8.00,133.84
647366192,8316018,HOMELAND: 1ST SEASON,1.00,8.00,127.92
647366331,10741492,FENCES,1.00,8.00,175.92
647366331,10637783,THE TOWN,1.00,8.00,279.92
647366331,10528440,SKIPTRACE,1.00,8.00,159.92
647366331,10122222,SICARIO,1.00,8.00,199.92
647366336,7373608,BOONDOCKS: 3RD SEASON,1.00,8.00,175.92
647366336,7324878,FAMILY GUY PARTIAL TERMS OF ENDEARME,1.00,8.00,71.92
647366360,10444811,FINDING DORY 3D BD BD DVD DIGITAL HD,1.00,8.00,217.52
647366733,10760312,COLLATERAL BEAUTY,1.00,8.00,159.92
647366796,10741470,FENCES,1.00,8.00,133.84
647366796,10697000,ALMOST CHRISTMAS,1.00,8.00,148.72
647367263,10512461,RWBY VOL 13 BEACON BD STEELBOOK,1.00,8.00,287.92
647546773,10723253,TROLLS,1.00,8.00,200.80
647547093,9610408,WEIGHT WATCHERS 10 MIN BELLY BUTT THIGH,1.00,8.00,79.92
647547105,6815906,DRAGONBALL: 1ST SEASON,1.00,8.00,223.12
647547159,10760312,COLLATERAL BEAUTY,1.00,8.00,159.92
647547348,8316613,POCAHONTAS & POCAHONTAS II,1.00,8.00,133.84
647547563,10245876,HATEFUL EIGHT,1.00,8.00,159.92
647547563,9725904,SHOCK CINEMA   GHOST OF MARS,1.00,8.00,39.92
647547563,8333162,CABIN IN THE WOODS,1.00,8.00,71.92
647547563,6841749,HITCHHIKER'S GUIDE TO THE GALAXY W/S,1.00,8.00,39.92
647547563,6841552,SIGNS,1.00,8.00,39.92
647547647,10417386,CHILDREN WHO CHASE LOST VOICES,1.00,8.00,96.64
647547794,10556255,SWORD OF THE STRANGER MOVIE BD DVD,1.00,8.00,191.92
647547795,8628750,FAST AND THE FURIOUS BD DC UV,1.00,8.00,103.92
647547799,10417425,GODS NOT DEAD 2,1.00,8.00,71.60
647547806,10594561,ACCOUNTANT THE 1/10/17,1.00,8.00,215.92
647547806,10512396,GHOSTBUSTERS 2016 BD UV,1.00,8.00,151.92
647547806,10467934,INDEPENDENCE DAY 2 BD D DHD,1.00,8.00,159.92
647547906,10666519,MOANA,1.00,8.00,148.72
647547969,6865015,UP 1 DISC  DVD,1.00,8.00,143.92
647547975,10666519,MOANA,1.00,16.00,319.84
647547975,10574232,SECRET LIFE OF PETS THE DVD,1.00,8.00,159.92
647547975,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,8.00,215.92
647547975,8880765,LITTLE PIM SPANISH 3PAK (VOL I),1.00,8.00,319.92
647548032,10512375,GHOSTBUSTERS 2016 DVD,1.00,8.00,151.92
647548123,10666519,MOANA,1.00,8.00,148.72
647548175,10741484,PASSENGERS BD UV,1.00,8.00,199.92
647548175,10637761,MARVELS DOCTOR STRANGE,1.00,8.00,159.92
647548286,10696996,BEETHOVEN COMPLETE COLLECTION,1.00,8.00,133.84
647548336,10723253,TROLLS,1.00,8.00,215.92
647548360,10697080,BEAUTY AND THE BEAST 25TH AN,1.00,8.00,159.92
647548360,9089471,JUNGLE BOOK DIAMOND EDT,1.00,8.00,159.92
647548391,10417488,BEAUTY AND THE BEAST 25TH ANNIV EDT BDDVDDIGITAL,1.00,8.00,143.92
647548517,10741492,FENCES,1.00,8.00,163.68
647548565,9472770,PLANES FIRE AND RESCUE,1.00,8.00,127.92
