Month,Date,Day of Week,POS Txn,Style,Dept,Txns,Sales U,Sales $,BasketU,Basket$,AvgBskt$,AvgBsktU
2017:03-APR,4/19/2017,Wednesday,652707275,10651071:S17 SS NAUTICA  HERITAGE POLO,0470:BOYS 8-20 CLOTHING,1.00,1.00,9.09,3.00,25.07,25.07,3.00
2017:03-APR,4/19/2017,Wednesday,652707275,10700829:SL FIT/FLARE KNT SUNDRESS,0421:TODDLER GIRL APPAREL,1.00,1.00,7.99,3.00,25.07,25.07,3.00
2017:03-APR,4/19/2017,Wednesday,652707275,10703049:SL FIT/FLARE KNT SUNDRESS,0430:GIRLS 4-6X CLOTHING,1.00,1.00,7.99,3.00,25.07,25.07,3.00
2017:03-APR,4/19/2017,Wednesday,652707275,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,3.00,25.07,25.07,3.00
2017:03-APR,4/19/2017,Wednesday,652707276,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,101.49,101.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707276,10794119:JJB B.F.F - PROVIDENCE,0411:PEGABLES,1.00,1.00,101.49,1.00,101.49,101.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707282,10206423:NORTHFACE M'S PARAMOUNT PEAK II CONVERTIBLE PANT,0353:MENS OUTDOOR,1.00,1.00,39.19,1.00,39.19,39.19,1.00
2017:03-APR,4/19/2017,Wednesday,652707282,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,39.19,39.19,1.00
2017:03-APR,4/19/2017,Wednesday,652707283,10781399:COLUMBIA SILVER RIDGE STRETCH PANT MOSS,0353:MENS OUTDOOR,1.00,1.00,36.39,1.00,36.39,36.39,1.00
2017:03-APR,4/19/2017,Wednesday,652707283,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,36.39,36.39,1.00
2017:03-APR,4/19/2017,Wednesday,652707286,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,2.00,74.99,74.99,2.00
2017:03-APR,4/19/2017,Wednesday,652707286,9599934:INKcredible Waterproof Gel Eyeliner Pencil Blackbi,0593:PRESTIGE COSMETICS,1.00,1.00,19.00,2.00,74.99,74.99,2.00
2017:03-APR,4/19/2017,Wednesday,652707286,9866112:BIRKENSTOCK GIZEH LICORICE 541951,0291:WOMENS FTWR:DRS/CAS,1.00,1.00,55.99,2.00,74.99,74.99,2.00
2017:03-APR,4/19/2017,Wednesday,652707292,10448722:T/T WET ONES CITRUS 20 CT,0604:PERSONAL CARE,1.00,1.00,1.49,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,10475455:adidas BW0552 Harden White/Black,0395:MENS ATHLETIC SHOES,1.00,1.00,76.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,10642251:FEB TRAU & LOEVNER PANDA HUSTLE SS TEE SHIRT BLACK,0369:SURF/SKATE,1.00,1.00,9.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,10658131:FEB HOLLYWOOD STRETCH TWL CRGO PULLON JOGGER CAMEL,0369:SURF/SKATE,1.00,1.00,19.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,10733698:FEB MAD ENGINE INDESTRUCTIBLE CAGE SS TEE SHIRT BL,0369:SURF/SKATE,1.00,1.00,11.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,22467:T/T CREST REG .85 OZ,0604:PERSONAL CARE,1.00,1.00,0.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,3700766:T/T H&S SHAMP CLASSIC 3 OZ,0604:PERSONAL CARE,1.00,2.00,3.78,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,6939848:T/T DEGREE WOMEN DEOD .5OZ,0604:PERSONAL CARE,1.00,1.00,1.49,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,8172994:T/T DOVE MENS BW 3OZ,0604:PERSONAL CARE,1.00,1.00,1.79,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,818265:R/I T/T EXSEL PWDR 1.4OZ 1LD SINGLE PACK LAUNDRY D,0836:HOUSEHOLD CLEANING,1.00,2.00,0.80,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,8895111:T/T Q-TIPS PURSE PACK 30CT,0604:PERSONAL CARE,1.00,1.00,0.95,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,9171:ZIPLOC SMART ZIP FREEZER BAGS QUART 19CT_D,0836:HOUSEHOLD CLEANING,1.00,1.00,2.17,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,9276460:T/T LISTERINE TOTAL CARE FRESH MINT MOUTHWASH 95mL,0604:PERSONAL CARE,1.00,1.00,1.19,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707292,9618404:T/T PALMER'S COCOA BUTTER LOTION 1.7-OZ,0604:PERSONAL CARE,1.00,1.00,0.99,16.00,134.60,134.60,16.00
2017:03-APR,4/19/2017,Wednesday,652707295,10466007:Billabong MAFTAADI-BLK  All Day Impact - Black,0391:MENS SHOES,1.00,1.00,14.69,1.00,14.69,14.69,1.00
2017:03-APR,4/19/2017,Wednesday,652707295,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,14.69,14.69,1.00
2017:03-APR,4/19/2017,Wednesday,652707298,10723994:CAMERON STREET LUCIE TOTE TOASTED WHEAT,0271:HANDBAGS,1.00,1.00,171.50,3.00,186.48,186.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707298,10759405:HUE HIDDEN MF CUSHION LINER BLACK,0261:HOSIERY,1.00,1.00,4.99,3.00,186.48,186.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707298,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,3.00,186.48,186.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707298,8568952:NIKE WMNS MOISTURE MGMT NO SHOW 3PK BLK,0261:HOSIERY,1.00,1.00,9.99,3.00,186.48,186.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707299,10723598:HARDING STREET IKAT DOT MONEY PIECE LACEY BLACK MU,0271:HANDBAGS,1.00,1.00,98.00,1.00,98.00,98.00,1.00
2017:03-APR,4/19/2017,Wednesday,652707299,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,98.00,98.00,1.00
2017:03-APR,4/19/2017,Wednesday,652707301,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707301,6249888:VANS VN000EE3BKA AUTHENTIC,0395:MENS ATHLETIC SHOES,1.00,1.00,27.99,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707302,10501938:PGA TOUR PANT FF STRETCH ACTIVE F17 AUG,0340:MENS CASUAL SLACKS,1.00,1.00,19.58,1.00,19.58,19.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707302,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,19.58,19.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707303,10059732:ADIDAS CLIMACHILL SHORT,0380:MENS ACTIVEWEAR,1.00,1.00,20.28,1.00,20.28,20.28,1.00
2017:03-APR,4/19/2017,Wednesday,652707303,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,20.28,20.28,1.00
2017:03-APR,4/19/2017,Wednesday,652707304,10360619:Northside 314991M200 Monroe Low Brown,0391:MENS SHOES,1.00,1.00,19.58,1.00,19.58,19.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707304,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,19.58,19.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707305,10335170:Brooks 110241 1D 434 Adrenaline GTS 17 NightSky/Pe,0395:MENS ATHLETIC SHOES,1.00,1.00,58.78,1.00,58.78,58.78,1.00
2017:03-APR,4/19/2017,Wednesday,652707305,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,58.78,58.78,1.00
2017:03-APR,4/19/2017,Wednesday,652707306,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,17.49,17.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707306,10802841:SOUNDSTYLE WIDE WAIST 3BTN CUFFED DENIM CAPRI INDI,0179:LADIES DENIM,1.00,1.00,17.49,1.00,17.49,17.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707307,10633245:JUN KS MISSY KNIT WB POCKET SKORT STONEWALL,0161:MISSY KAREN SCOTT,1.00,1.00,19.99,3.00,64.48,64.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707307,10758324:RONNI NICOLE SLVLS VNK GATHERED WAIST POLKA DOT DR,0131:LADIES DRESSES,1.00,1.00,24.49,3.00,64.48,64.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707307,"10826278:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,3.00,64.48,64.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707307,6152736:SOFT PRESSED POWDER BLUSHER,0593:PRESTIGE COSMETICS,1.00,1.00,20.00,3.00,64.48,64.48,3.00
2017:03-APR,4/19/2017,Wednesday,652707314,10534401:SALT LIFE TANK-NEON SKULL AND HOOKS - DK BLUE,0355:MENS CLASSIFICATIONS,1.00,1.00,11.19,4.00,52.44,52.44,4.00
2017:03-APR,4/19/2017,Wednesday,652707314,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,4.00,52.44,52.44,4.00
2017:03-APR,4/19/2017,Wednesday,652707314,4134491:SSFM M PROTECT SPF 21,0593:PRESTIGE COSMETICS,1.00,1.00,23.00,4.00,52.44,52.44,4.00
2017:03-APR,4/19/2017,Wednesday,652707314,444472:LAUNDRY BAG MSH 24X36,0523:COM UNIF ACCESSORIES,1.00,1.00,6.25,4.00,52.44,52.44,4.00
2017:03-APR,4/19/2017,Wednesday,652707314,7477248:SCRUFFING LOTION 2 1/2,0593:PRESTIGE COSMETICS,1.00,1.00,12.00,4.00,52.44,52.44,4.00
2017:03-APR,4/19/2017,Wednesday,652707322,10771655:ALMOST FAMOUS SLVLS LADDER VNK ALINE DRESS HT GREY,0186:JUNIOR DRESSES,1.00,1.00,12.99,2.00,30.48,30.48,2.00
2017:03-APR,4/19/2017,Wednesday,652707322,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,2.00,30.48,30.48,2.00
2017:03-APR,4/19/2017,Wednesday,652707322,10826081:TAYLOR & SAGE ENGNRD PRINT TIE FRONT KIMONO CEDAR,0163:JUNIOR TOPS,1.00,1.00,17.49,2.00,30.48,30.48,2.00
2017:03-APR,4/19/2017,Wednesday,652707323,"10752995:Bill Robinson Box Dress Shirt,Tie,Cuff Links,Hanky",0358:MENS DRESS SHIRTS,1.00,1.00,18.89,1.00,18.89,18.89,1.00
2017:03-APR,4/19/2017,Wednesday,652707323,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,18.89,18.89,1.00
2017:03-APR,4/19/2017,Wednesday,652707326,10421398:Mizuno 410865.6G73 Wave Ride 20 BlueDepths/Silver/,0395:MENS ATHLETIC SHOES,1.00,1.00,66.49,1.00,66.49,66.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707326,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,66.49,66.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707327,10737152:Michael Kors Jet Set Travel Large Messenger Signat,0271:HANDBAGS,1.00,1.00,115.50,1.00,115.50,115.50,1.00
2017:03-APR,4/19/2017,Wednesday,652707327,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,115.50,115.50,1.00
2017:03-APR,4/19/2017,Wednesday,652707335,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,220.50,220.50,1.00
2017:03-APR,4/19/2017,Wednesday,652707335,9896484:Frye Melissa Satchel  Cognac,0271:HANDBAGS,1.00,1.00,220.50,1.00,220.50,220.50,1.00
2017:03-APR,4/19/2017,Wednesday,652707343,10654448:IZOD S/S SPORTSHIRT PLAID S17,0355:MENS CLASSIFICATIONS,1.00,1.00,22.99,3.00,111.97,111.97,3.00
2017:03-APR,4/19/2017,Wednesday,652707343,"10667437:MAR BILLABONG CARTER SUBMERSIBLE 22"" SHORT NVH",0369:SURF/SKATE,1.00,1.00,32.99,3.00,111.97,111.97,3.00
2017:03-APR,4/19/2017,Wednesday,652707343,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,3.00,111.97,111.97,3.00
2017:03-APR,4/19/2017,Wednesday,652707343,9249371:TOMMY BAHAMA S/S SHORTS BEDFORD AND SONS SHORT SMR,0354:MENS MODERN COLLECT,1.00,1.00,55.99,3.00,111.97,111.97,3.00
2017:03-APR,4/19/2017,Wednesday,652707344,10648463:FEB BILLABONG CROSSFIRE X SUBMER SHORT AQU,0369:SURF/SKATE,1.00,1.00,39.99,2.00,67.98,67.98,2.00
2017:03-APR,4/19/2017,Wednesday,652707344,10648939:FEB BILLABONG TROPICS SS MATRIX PRNT WOVEN SHIRT B,0369:SURF/SKATE,1.00,1.00,27.99,2.00,67.98,67.98,2.00
2017:03-APR,4/19/2017,Wednesday,652707344,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,2.00,67.98,67.98,2.00
2017:03-APR,4/19/2017,Wednesday,652707345,10687767:FEB ONEILL HYPERFREAK S-SEAM BOARDSHORT COBALT,0382:MENS SWIMWEAR,1.00,1.00,27.99,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707345,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707349,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,38.49,38.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707349,6867597:DOCKERS 90-3902 SHELTER DK TAN,0391:MENS SHOES,1.00,1.00,38.49,1.00,38.49,38.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707353,10672304:INC PANTS LINEN STRETCH SLIM SPR II FEB,0354:MENS MODERN COLLECT,1.00,1.00,29.99,3.00,119.77,119.77,3.00
2017:03-APR,4/19/2017,Wednesday,652707353,10722984:COLUMBIA DIABLO CREEK RAIN JCKT RUSTY,0353:MENS OUTDOOR,1.00,1.00,44.79,3.00,119.77,119.77,3.00
2017:03-APR,4/19/2017,Wednesday,652707353,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,3.00,119.77,119.77,3.00
2017:03-APR,4/19/2017,Wednesday,652707353,9459779:LEVI 541 ATHLETIC FIT JEANS BLUE CANYON F14,0343:MENS DENIM JEANS,1.00,1.00,44.99,3.00,119.77,119.77,3.00
2017:03-APR,4/19/2017,Wednesday,652707354,10755793:SPYDER PRYME JACKET GRY,0353:MENS OUTDOOR,1.00,1.00,83.29,1.00,83.29,83.29,1.00
2017:03-APR,4/19/2017,Wednesday,652707354,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,83.29,83.29,1.00
2017:03-APR,4/19/2017,Wednesday,652707357,10275667:INVISIBLE LIGHT DIMENSIONAL TRANSLUCENT POWDER,0593:PRESTIGE COSMETICS,1.00,1.00,27.00,4.00,103.99,103.99,4.00
2017:03-APR,4/19/2017,Wednesday,652707357,10504174:BarePro Performance Wear Powder Foundation,0593:PRESTIGE COSMETICS,1.00,1.00,25.50,4.00,103.99,103.99,4.00
2017:03-APR,4/19/2017,Wednesday,652707357,10689452:NAUTICA L/S SPORTSHIRT LRG PLD S17 JAN,0368:MENS COLLECTIONS,1.00,1.00,31.49,4.00,103.99,103.99,4.00
2017:03-APR,4/19/2017,Wednesday,652707357,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,4.00,103.99,103.99,4.00
2017:03-APR,4/19/2017,Wednesday,652707357,8311221:WELL RESTED EYE & FACE BRIGHTENER - CLEAR,0593:PRESTIGE COSMETICS,1.00,1.00,20.00,4.00,103.99,103.99,4.00
2017:03-APR,4/19/2017,Wednesday,652707358,10612093:Florsheim 12138-001 Midtown Cap Toe Slip On - Blac,0391:MENS SHOES,1.00,1.00,59.49,1.00,59.49,59.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707358,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,59.49,59.49,1.00
2017:03-APR,4/19/2017,Wednesday,652707360,10224597:5.11 ODYSSEY POLO MARINA,0353:MENS OUTDOOR,1.00,1.00,34.99,1.00,34.99,34.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707360,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,34.99,34.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707361,10742391:UA PERFORMANCE POLO,0380:MENS ACTIVEWEAR,1.00,1.00,30.79,2.00,70.78,70.78,2.00
2017:03-APR,4/19/2017,Wednesday,652707361,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,2.00,70.78,70.78,2.00
2017:03-APR,4/19/2017,Wednesday,652707361,9634148:5.11 PINNACLE POLO (477 RANGE RED),0353:MENS OUTDOOR,1.00,1.00,39.99,2.00,70.78,70.78,2.00
2017:03-APR,4/19/2017,Wednesday,652707365,10361906:Polo Ralph Lauren 816631589003 Vaughn Tan/Cream,0391:MENS SHOES,1.00,1.00,33.58,1.00,33.58,33.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707365,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,33.58,33.58,1.00
2017:03-APR,4/19/2017,Wednesday,652707368,10465634:Michael Kors Bedford Belted LG Shoulder Cinder,0271:HANDBAGS,1.00,1.00,105.00,1.00,105.00,105.00,1.00
2017:03-APR,4/19/2017,Wednesday,652707368,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,105.00,105.00,1.00
2017:03-APR,4/19/2017,Wednesday,652707369,10777491:MOJO MOXY CANDY TOE POST SANDAL NAT ESS5106,0291:WOMENS FTWR:DRS/CAS,1.00,1.00,20.99,1.00,20.99,20.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707369,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,20.99,20.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707370,10759941:BOC PAWEL ANKLE STRAP SANDAL PEWTER Z09614,0291:WOMENS FTWR:DRS/CAS,1.00,1.00,27.99,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707370,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,27.99,27.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707375,10579386:Nike 850426-006 Air Zoom Fearless Flyknit Black/Wh,0295:WOMENS ATHLTIC SHOES,1.00,1.00,76.99,1.00,76.99,76.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707375,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,76.99,76.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707376,10348704:Nike 849564-300 Air Zoom Pegasus 33 Shield CargoKh,0395:MENS ATHLETIC SHOES,1.00,1.00,55.98,1.00,55.98,55.98,1.00
2017:03-APR,4/19/2017,Wednesday,652707376,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,55.98,55.98,1.00
2017:03-APR,4/19/2017,Wednesday,652707377,10434333:Nike 831352-405 Air Zoom Pegasus 33 ArmoryNavy/Whi,0395:MENS ATHLETIC SHOES,1.00,1.00,62.99,1.00,62.99,62.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707377,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,62.99,62.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707378,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,4.60,4.60,1.00
2017:03-APR,4/19/2017,Wednesday,652707378,59913:$8.75 SANRIO ASST MDSE,0449:GIRLS ACCESSORIES,1.00,1.00,4.60,1.00,4.60,4.60,1.00
2017:03-APR,4/19/2017,Wednesday,652707379,10664272:KARL LAGERFELD HONORE BLOCK HEEL SANDAL BLACK,0291:WOMENS FTWR:DRS/CAS,1.00,1.00,76.99,1.00,76.99,76.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707379,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,76.99,76.99,1.00
2017:03-APR,4/19/2017,Wednesday,652707387,10455112:Jordan 630752-112 Hyrdo VI Retro Sandal White/GymR,0395:MENS ATHLETIC SHOES,1.00,1.00,32.89,1.00,32.89,32.89,1.00
2017:03-APR,4/19/2017,Wednesday,652707387,"10793466:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,32.89,32.89,1.00
2017:03-APR,4/19/2017,Wednesday,652707390,10223342:GOAL ZERO FLIP 10-GREY,0638:GEN SPORTING GOODS,1.00,1.00,19.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,"10326312:HYBRIDLIGHT SOLAR EXPANDABLE LANTER, HI VIS YELLOW",0638:GEN SPORTING GOODS,1.00,1.00,24.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10327608:HHW 3 PK XTEMP HIPERF HIPSTER ASST,0230:DAYWEAR,1.00,2.00,18.98,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10412057:UA SEAMLESS STREAKY HEATHER BRALETTE -MDN MIDNIGHT,0210:BRAS,1.00,2.00,55.98,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10505620:Tech Branded SSV Twist Midnight Navy,0193:LADIES ACTIVEWEAR,1.00,1.00,22.39,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,"10575874:UST SLOTHSAK SEAT, LIME",0638:GEN SPORTING GOODS,1.00,1.00,29.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10590179:UA TECH LS HOODY - TWIST 418,0193:LADIES ACTIVEWEAR,1.00,1.00,20.28,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10628738:FLP BOW WOW PALS COLLAR,0601:VALUE ZONE,1.00,1.00,1.00,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,10628740:FLP BOW WOW PALS MEDIUM DOG COLLAR,0601:VALUE ZONE,1.00,1.00,1.00,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,"10786282:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,1122778:OPTIMUM NUTRITION GOLD STANDARD 100% WHEY POWDER C,0644:SPORTS NUTRITION,1.00,1.00,36.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,"4940254:BLISTER GUARD MAXIMUM BOOT SOCK MED, CYOTE .",0638:GEN SPORTING GOODS,1.00,1.00,8.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,6608212:TGD 100 MPH DUCT TAPE 2'' X 60'' OD GREEN,0638:GEN SPORTING GOODS,1.00,1.00,11.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,6720012:TGD JUNGLE SLEEPING BAG BLK .,0638:GEN SPORTING GOODS,1.00,1.00,69.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707390,7958618:COG TRAIL COMPASS,0638:GEN SPORTING GOODS,1.00,1.00,3.99,16.00,326.55,326.55,16.00
2017:03-APR,4/19/2017,Wednesday,652707394,10553592:Timberland TB0A1AHUF47 Coltin Mid -  Doe,0391:MENS SHOES,1.00,1.00,79.09,1.00,79.09,79.09,1.00
2017:03-APR,4/19/2017,Wednesday,652707394,"10826279:APR 19-25, 2017 30% OFF ONE ITEM IN APPAREL, SHOES",0999:UNSCANNED ITEMS,1.00,1.00,0.00,1.00,79.09,79.09,1.00
2017:03-APR,4/19/2017,Wednesday,652707401,10390538:JOE MARLIN S/S SPORTSHIRT S17,0355:MENS CLASSIFICATIONS,1.00,1.00,19.97,8.00,145.13,145.13,8.00
